Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick,Used_ROIs
aug_2682_perioral-dermatitis-17.jpg,Flushing,131.01,140.74,141.27,5.92,Type_V,R_Cheek+L_Cheek+Forehead
aug_2697_rosacea-79.jpg,Flushing,142.78,135.35,130.16,70.14,Type_I,R_Cheek+L_Cheek+Forehead
aug_2701_rosacea-99.jpg,Flushing,110.3,132.92,127.7,87.44,Type_I,R_Cheek+L_Cheek+Forehead
aug_2706_perioral-dermatitis-36.jpg,Flushing,149.78,145.33,142.31,31.42,Type_III,R_Cheek+L_Cheek
aug_2709_rosacea-116.jpg,Flushing,119.25,134.17,132.67,-34.73,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2714_perioral-dermatitis-141.jpg,Flushing,129.87,143.72,138.94,4.86,Type_V,R_Cheek+L_Cheek+Forehead
aug_2722_rosacea-114.jpg,Flushing,130.74,149.61,147.85,3.66,Type_V,R_Cheek+L_Cheek+Forehead
aug_2739_acne-cystic-143.jpg,Flushing,131.07,142.35,148.66,3.88,Type_V,R_Cheek+L_Cheek+Forehead
aug_2747_rosacea-50.jpg,Flushing,139.82,131.74,135.63,32.36,Type_III,R_Cheek+L_Cheek+Forehead
aug_2750_rosacea-37.jpg,Flushing,118.05,151.38,140.03,-17.13,Type_V,R_Cheek+Forehead
aug_2755_rosacea-79.jpg,Flushing,155.61,135.03,129.88,80.31,Type_I,R_Cheek+L_Cheek+Forehead
aug_2756_rosacea-68.jpg,Flushing,121.05,135.42,142.7,-9.76,Type_V,R_Cheek+L_Cheek+Forehead
aug_2757_rosacea-108.jpg,Flushing,103.29,133.15,128.19,-88.84,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2766_rosacea-113.jpg,Flushing,117.73,139.46,145.92,-12.07,Type_V,R_Cheek+L_Cheek+Forehead
aug_2788_rosacea-81.jpg,Flushing,156.57,135.48,130.63,77.03,Type_I,R_Cheek+Forehead
aug_2798_07RosaceaOK0828063.jpg,Flushing,106.24,146.59,147.91,-22.72,Type_V,R_Cheek+L_Cheek+Forehead
aug_279_rosacea-79.jpg,Flushing,148.44,135.95,130.3,74.36,Type_I,R_Cheek+L_Cheek+Forehead
aug_2809_hidradenitis-suppurativa-7.jpg,Flushing,111.69,136.87,145.46,-19.55,Type_V,R_Cheek+L_Cheek+Forehead
aug_281_perioral-dermatitis-39.jpg,Flushing,125.58,150.27,136.04,-5.35,Type_V,R_Cheek+L_Cheek
aug_2834_perioral-dermatitis-125.jpg,Flushing,129.57,144.45,146.83,2.47,Type_V,R_Cheek+L_Cheek+Forehead
aug_2839_rosacea-80.jpg,Flushing,100.83,141.46,136.02,-52.51,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2841_acne-cystic-142.jpg,Flushing,108.52,138.53,143.27,-25.99,Type_V,R_Cheek+L_Cheek+Forehead
aug_2848_perioral-dermatitis-52.jpg,Flushing,118.85,143.64,142.81,-12.9,Type_V,R_Cheek+L_Cheek
aug_284_perioral-dermatitis-17.jpg,Flushing,108.78,138.22,138.27,-35.57,Type_VI,R_Cheek+L_Cheek+Forehead
aug_285_perioral-dermatitis-99.jpg,Flushing,163.03,146.45,139.89,49.54,Type_II,R_Cheek+L_Cheek
aug_286_perioral-dermatitis-36.jpg,Flushing,166.38,147.11,142.42,46.59,Type_II,R_Cheek+L_Cheek+Forehead
aug_2875_rosacea-95.jpg,Flushing,113.77,134.26,129.92,-70.42,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2879_rosacea-41.jpg,Flushing,126.79,135.51,128.15,-61.04,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2882_rosacea-51.jpg,Flushing,121.49,134.55,142.19,-9.43,Type_V,R_Cheek+L_Cheek+Forehead
aug_2892_perioral-dermatitis-19.jpg,Flushing,134.27,141.36,143.93,9.47,Type_V,R_Cheek+L_Cheek
aug_2893_perioral-dermatitis-138.jpg,Flushing,124.42,136.7,145.03,-4.05,Type_V,R_Cheek+L_Cheek+Forehead
aug_289_rosacea-38.jpg,Flushing,103.6,143.64,137.5,-44.62,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2908_rosacea-14.jpg,Flushing,134.62,141.86,138.75,14.55,Type_IV,R_Cheek+L_Cheek+Forehead
aug_2911_acne-pustular-8.jpg,Flushing,123.95,145.69,133.88,-13.33,Type_V,R_Cheek+L_Cheek
aug_291_acne-excoriated-30.jpg,Flushing,89.66,137.25,118.97,58.68,Type_I,R_Cheek+Forehead
aug_2930_07RosaceaK02164.jpg,Flushing,111.04,144.71,135.01,-42.64,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2937_rosacea-115.jpg,Flushing,116.71,140.64,138.12,-22.71,Type_V,R_Cheek+L_Cheek+Forehead
aug_293_perioral-dermatitis-39.jpg,Flushing,133.77,145.78,134.22,21.56,Type_IV,R_Cheek+L_Cheek
aug_2947_rosacea-81.jpg,Flushing,170.59,138.19,131.18,79.36,Type_I,R_Cheek+Forehead
aug_2957_rosacea-75.jpg,Flushing,114.19,135.93,131.67,-54.87,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2960_acne-cystic-42.jpg,Flushing,126.14,148.45,139.73,-2.61,Type_V,R_Cheek+L_Cheek+Forehead
aug_2977_rosacea-50.jpg,Flushing,158.68,133.52,138.76,48.65,Type_II,R_Cheek+L_Cheek+Forehead
aug_2987_rosacea-101.jpg,Flushing,100.96,142.47,132.73,-65.55,Type_VI,R_Cheek+L_Cheek+Forehead
aug_2990_rosacea-46.jpg,Flushing,125.96,145.67,147.28,-1.79,Type_V,R_Cheek+Forehead
aug_3001_rosacea-64.jpg,Flushing,144.48,137.55,129.19,79.84,Type_I,R_Cheek+L_Cheek+Forehead
aug_3004_rosacea-56.jpg,Flushing,83.6,140.39,134.56,-69.14,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3008_perioral-dermatitis-84.jpg,Flushing,129.58,137.07,145.9,2.61,Type_V,R_Cheek+L_Cheek+Forehead
aug_3016_rosacea-14.jpg,Flushing,139.32,142.58,139.28,22.34,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3021_rosacea-81.jpg,Flushing,149.68,135.01,130.45,74.29,Type_I,R_Cheek+Forehead
aug_3023_rosacea-47.jpg,Flushing,103.49,135.85,141.7,-34.49,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3035_perioral-dermatitis-38.jpg,Flushing,111.65,140.12,132.93,-51.57,Type_VI,R_Cheek+L_Cheek
aug_303_rosacea-15.jpg,Flushing,95.29,137.85,136.5,-56.05,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3049_perioral-dermatitis-31.jpg,Flushing,122.09,141.13,135.77,-15.26,Type_V,R_Cheek+L_Cheek
aug_3050_rhinophyma-4.jpg,Flushing,83.14,135.56,127.18,87.32,Type_I,R_Cheek+L_Cheek+Forehead
aug_3051_rosacea-14.jpg,Flushing,131.68,139.85,136.84,10.5,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3061_07rosaceaTreated091806OK.jpg,Flushing,127.53,141.7,143.02,0.05,Type_V,R_Cheek+L_Cheek+Forehead
aug_3087_rosacea-96.jpg,Flushing,116.32,131.03,130.82,-57.25,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3091_perioral-dermatitis-36.jpg,Flushing,150.91,147.88,142.58,32.19,Type_III,R_Cheek+L_Cheek+Forehead
aug_309_rosacea-51.jpg,Flushing,158.52,135.9,146.37,33.52,Type_III,R_Cheek+L_Cheek+Forehead
aug_30_07rosaceaTreated091806OK.jpg,Flushing,123.43,139.71,141.08,-6.95,Type_V,R_Cheek+L_Cheek+Forehead
aug_3105_perioral-dermatitis-38.jpg,Flushing,137.87,146.38,135.72,27.76,Type_IV,R_Cheek+L_Cheek
aug_3113_acne-cystic-121.jpg,Flushing,102.98,148.47,135.27,-52.89,Type_VI,R_Cheek+L_Cheek+Forehead
aug_311_acne-closed-comedo-10.jpg,Flushing,92.99,136.22,140.49,-47.31,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3126_07RosaceaOK0828063.jpg,Flushing,104.34,141.58,142.68,-31.73,Type_VI,R_Cheek+L_Cheek+Forehead
aug_312_rosacea-25.jpg,Flushing,116.11,145.27,136.55,-27.6,Type_V,R_Cheek+L_Cheek+Forehead
aug_312_rosacea-50.jpg,Flushing,179.8,132.24,137.44,65.27,Type_I,R_Cheek+L_Cheek+Forehead
aug_3130_rosacea-54.jpg,Flushing,141.76,135.72,131.73,56.27,Type_I,R_Cheek+L_Cheek+Forehead
aug_313_acne-excoriated-22.jpg,Flushing,119.35,135.33,143.52,-11.65,Type_V,R_Cheek+L_Cheek+Forehead
aug_3145_perioral-dermatitis-137.jpg,Flushing,162.81,132.6,133.25,69.24,Type_I,R_Cheek+L_Cheek+Forehead
aug_315_rosacea-94.jpg,Flushing,197.91,138.39,131.79,82.18,Type_I,R_Cheek+L_Cheek+Forehead
aug_3163_rosacea-38.jpg,Flushing,104.93,143.41,137.24,-43.76,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3165_acne-infantile-6.jpg,Flushing,151.77,142.83,153.44,20.51,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3168_acne-cystic-142.jpg,Flushing,111.29,139.15,144.16,-21.48,Type_V,R_Cheek+L_Cheek+Forehead
aug_3169_07RosaceaK02164.jpg,Flushing,122.89,150.69,138.17,-10.07,Type_V,R_Cheek+L_Cheek+Forehead
aug_3176_rosacea-95.jpg,Flushing,149.16,137.31,131.08,70.06,Type_I,R_Cheek+L_Cheek+Forehead
aug_3182_perioral-dermatitis-45.jpg,Flushing,113.06,145.7,136.38,-34.03,Type_VI,R_Cheek+L_Cheek
aug_3190_07RosaceaFulFAce.jpg,Flushing,153.07,147.58,141.61,36.38,Type_III,R_Cheek+L_Cheek+Forehead
aug_3193_perioral-dermatitis-39.jpg,Flushing,127.89,146.19,134.44,1.35,Type_V,R_Cheek+L_Cheek
aug_3195_rosacea-51.jpg,Flushing,133.28,135.91,144.88,7.65,Type_V,R_Cheek+L_Cheek+Forehead
aug_3198_rosacea-54.jpg,Flushing,184.43,136.71,132.17,79.43,Type_I,R_Cheek+L_Cheek+Forehead
aug_319_acne-infantile-7.jpg,Flushing,120.39,144.07,141.85,-11.39,Type_V,L_Cheek+Forehead
aug_3201_acne-excoriated-12.jpg,Flushing,139.08,139.81,116.51,-21.56,Type_V,R_Cheek+L_Cheek+Forehead
aug_3202_acne-excoriated-26.jpg,Flushing,103.8,135.05,124.72,70.58,Type_I,L_Cheek+Forehead
aug_3203_rosacea-14.jpg,Flushing,132.57,142.46,139.23,10.04,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3211_rosacea-38.jpg,Flushing,128.0,145.55,138.7,1.05,Type_V,R_Cheek+L_Cheek+Forehead
aug_3232_perioral-dermatitis-20.jpg,Flushing,118.08,141.19,143.68,-13.25,Type_V,R_Cheek+L_Cheek
aug_3233_07PerioralDermNose.jpg,Flushing,86.56,138.91,134.85,-66.9,Type_VI,L_Cheek+Forehead
aug_323_rosacea-41.jpg,Flushing,126.83,136.74,128.33,-38.81,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3240_perioral-dermatitis-99.jpg,Flushing,136.01,140.54,136.1,22.41,Type_IV,R_Cheek+L_Cheek
aug_3248_acne-excoriated-22.jpg,Flushing,154.67,138.38,149.59,26.26,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3249_rosacea-54.jpg,Flushing,193.18,136.48,132.09,80.97,Type_I,R_Cheek+L_Cheek+Forehead
aug_3256_07PerioralDermNose.jpg,Flushing,89.61,137.44,134.13,-67.58,Type_VI,R_Cheek+Forehead
aug_3258_rosacea-41.jpg,Flushing,122.07,134.92,128.02,-89.4,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3267_rosacea-33.jpg,Flushing,118.37,139.76,139.7,-17.02,Type_V,R_Cheek+L_Cheek+Forehead
aug_3272_perioral-dermatitis-137.jpg,Flushing,125.43,130.88,131.23,-14.1,Type_V,R_Cheek+L_Cheek+Forehead
aug_3274_07RosaceaK02162.jpg,Flushing,104.11,143.28,134.57,-54.37,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3288_perioral-dermatitis-99.jpg,Flushing,117.85,142.04,136.98,-22.86,Type_V,R_Cheek+L_Cheek
aug_328_rosacea-53.jpg,Flushing,121.38,138.98,134.22,-21.1,Type_V,R_Cheek+L_Cheek+Forehead
aug_3293_rosacea-14.jpg,Flushing,154.87,143.62,140.46,40.75,Type_III,R_Cheek+L_Cheek+Forehead
aug_3296_07RosaceaK02164.jpg,Flushing,99.44,146.29,135.89,-54.36,Type_VI,R_Cheek+L_Cheek+Forehead
aug_329_rosacea-38.jpg,Flushing,132.36,149.89,141.79,7.86,Type_V,R_Cheek+L_Cheek+Forehead
aug_3305_rosacea-58.jpg,Flushing,143.89,141.52,115.46,-27.15,Type_V,R_Cheek+L_Cheek+Forehead
aug_3322_rosacea-74.jpg,Flushing,103.43,136.1,131.95,-67.3,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3337_rosacea-25.jpg,Flushing,115.16,143.67,135.63,-32.41,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3340_rosacea-101.jpg,Flushing,82.04,139.9,131.87,-77.75,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3345_rosacea-26.jpg,Flushing,105.62,140.4,133.42,-57.7,Type_VI,R_Cheek+L_Cheek+Forehead
aug_334_acne-infantile-15.jpg,Flushing,117.04,143.19,145.4,-13.26,Type_V,R_Cheek+L_Cheek
aug_3353_perioral-dermatitis-106.jpg,Flushing,91.95,145.77,132.67,-71.47,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3356_rosacea-37.jpg,Flushing,111.16,146.1,136.76,-36.18,Type_VI,R_Cheek+Forehead
aug_3358_perioral-dermatitis-122.jpg,Flushing,120.56,131.42,132.06,-33.85,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3370_perioral-dermatitis-132.jpg,Flushing,155.23,147.18,141.09,39.71,Type_III,R_Cheek+L_Cheek
aug_338_rosacea-17.jpg,Flushing,137.46,143.38,139.42,18.88,Type_IV,R_Cheek+L_Cheek+Forehead
aug_339_perioral-dermatitis-138.jpg,Flushing,128.18,136.95,145.5,0.88,Type_V,R_Cheek+L_Cheek+Forehead
aug_3404_perioral-dermatitis-19.jpg,Flushing,106.58,139.16,141.02,-32.21,Type_VI,R_Cheek+L_Cheek
aug_3414_acne-cystic-143.jpg,Flushing,111.59,138.86,143.79,-21.55,Type_V,R_Cheek+L_Cheek+Forehead
aug_3424_rosacea-53.jpg,Flushing,151.47,142.11,136.22,48.84,Type_II,R_Cheek+L_Cheek+Forehead
aug_3433_perioral-dermatitis-137.jpg,Flushing,117.82,131.26,131.6,-46.52,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3435_rosacea-44.jpg,Flushing,96.54,134.74,128.55,-87.38,Type_VI,R_Cheek+L_Cheek+Forehead
aug_343_rosacea-26.jpg,Flushing,132.63,146.83,136.14,13.87,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3451_rosacea-68.jpg,Flushing,148.66,137.86,146.84,23.78,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3466_rosacea-95.jpg,Flushing,134.91,136.42,130.65,47.7,Type_II,R_Cheek+L_Cheek+Forehead
aug_3474_rosacea-116.jpg,Flushing,144.61,136.38,134.4,46.36,Type_II,R_Cheek+L_Cheek+Forehead
aug_3476_perioral-dermatitis-122.jpg,Flushing,134.44,131.0,131.54,37.56,Type_III,R_Cheek+L_Cheek+Forehead
aug_3496_acne-excoriated-30.jpg,Flushing,85.71,136.02,119.85,63.57,Type_I,L_Cheek+Forehead
aug_3498_perioral-dermatitis-20.jpg,Flushing,147.28,142.86,145.54,23.85,Type_IV,R_Cheek+L_Cheek
aug_3499_acne-excoriated-18.jpg,Flushing,65.84,139.99,131.16,-82.55,Type_VI,L_Cheek+Forehead
aug_349_acne-excoriated-12.jpg,Flushing,119.0,136.56,119.4,21.19,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3500_perioral-dermatitis-38.jpg,Flushing,127.18,144.93,135.23,-1.01,Type_V,R_Cheek+L_Cheek
aug_3505_07RosaceaOK0828063.jpg,Flushing,80.99,142.13,143.35,-49.93,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3514_acne-infantile-15.jpg,Flushing,124.04,144.17,145.19,-4.51,Type_V,R_Cheek+L_Cheek
aug_3517_perioral-dermatitis-52.jpg,Flushing,139.98,142.89,142.23,18.98,Type_IV,R_Cheek+L_Cheek
aug_3518_rosacea-53.jpg,Flushing,156.2,141.32,135.63,55.88,Type_I,R_Cheek+L_Cheek+Forehead
aug_3524_acne-excoriated-12.jpg,Flushing,128.98,138.24,117.92,-3.29,Type_V,R_Cheek+L_Cheek+Forehead
aug_3526_rosacea-116.jpg,Flushing,137.0,136.49,134.43,30.09,Type_III,R_Cheek+L_Cheek+Forehead
aug_3528_rosacea-33.jpg,Flushing,113.93,138.48,138.55,-26.77,Type_V,R_Cheek+L_Cheek+Forehead
aug_3529_rosacea-63.jpg,Flushing,149.99,138.11,136.0,47.8,Type_II,R_Cheek+L_Cheek+Forehead
aug_3543_perioral-dermatitis-59.jpg,Flushing,143.74,136.01,129.24,79.02,Type_I,R_Cheek+Forehead
aug_3544_perioral-dermatitis-125.jpg,Flushing,109.56,140.57,143.11,-24.97,Type_V,R_Cheek+L_Cheek
aug_3550_07RosaceaOK0828063.jpg,Flushing,93.39,142.95,144.11,-39.71,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3551_rosacea-14.jpg,Flushing,147.9,142.77,139.48,34.88,Type_III,R_Cheek+L_Cheek+Forehead
aug_357_acne-cystic-142.jpg,Flushing,139.51,141.82,147.66,13.48,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3590_rosacea-50.jpg,Flushing,153.32,133.48,138.69,43.46,Type_II,R_Cheek+L_Cheek+Forehead
aug_3592_rosacea-94.jpg,Flushing,142.96,134.99,130.41,68.36,Type_I,R_Cheek+L_Cheek+Forehead
aug_3601_rosacea-70.jpg,Flushing,78.06,131.89,131.61,-79.46,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3616_acne-pustular-8.jpg,Flushing,107.87,141.48,132.35,-60.5,Type_VI,R_Cheek+L_Cheek
aug_3617_acne-cystic-121.jpg,Flushing,143.72,157.21,138.69,30.75,Type_III,R_Cheek+L_Cheek+Forehead
aug_3624_perioral-dermatitis-38.jpg,Flushing,112.59,142.79,134.32,-42.78,Type_VI,R_Cheek+L_Cheek
aug_3631_rosacea-74.jpg,Flushing,120.29,135.58,131.61,-38.11,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3633_rosacea-25.jpg,Flushing,140.94,147.6,137.83,28.19,Type_III,R_Cheek+L_Cheek+Forehead
aug_3635_acne-cystic-118.jpg,Flushing,127.93,146.38,118.58,-1.03,Type_V,R_Cheek+L_Cheek+Forehead
aug_3638_perioral-dermatitis-59.jpg,Flushing,144.85,135.93,129.66,76.32,Type_I,R_Cheek+Forehead
aug_363_rosacea-14.jpg,Flushing,145.67,143.7,140.19,30.3,Type_III,R_Cheek+L_Cheek+Forehead
aug_3668_rosacea-68.jpg,Flushing,167.21,138.03,149.57,35.83,Type_III,R_Cheek+L_Cheek+Forehead
aug_3681_rosacea-116.jpg,Flushing,147.82,135.66,133.75,54.19,Type_II,R_Cheek+L_Cheek+Forehead
aug_3682_acne-excoriated-21.jpg,Flushing,195.2,135.29,148.02,52.98,Type_II,R_Cheek+L_Cheek+Forehead
aug_3690_acne-cystic-143.jpg,Flushing,95.02,136.29,140.08,-46.52,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3696_perioral-dermatitis-17.jpg,Flushing,120.54,143.21,143.51,-9.98,Type_V,R_Cheek+L_Cheek+Forehead
aug_3698_perioral-dermatitis-137.jpg,Flushing,156.99,132.5,133.08,66.29,Type_I,R_Cheek+L_Cheek+Forehead
aug_3704_perioral-dermatitis-51.jpg,Flushing,118.99,148.77,138.93,-16.97,Type_V,R_Cheek+L_Cheek+Forehead
aug_370_rosacea-68.jpg,Flushing,138.81,138.78,148.63,12.13,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3717_perioral-dermatitis-39.jpg,Flushing,132.88,150.39,135.99,14.79,Type_IV,R_Cheek+L_Cheek
aug_3723_perioral-dermatitis-19.jpg,Flushing,128.06,141.16,143.65,0.8,Type_V,R_Cheek+L_Cheek
aug_3726_rosacea-60.jpg,Flushing,158.23,135.95,131.13,75.43,Type_I,R_Cheek+L_Cheek+Forehead
aug_3727_rosacea-68.jpg,Flushing,169.44,137.82,149.09,37.94,Type_III,R_Cheek+L_Cheek+Forehead
aug_3734_rosacea-68.jpg,Flushing,129.62,136.92,145.31,2.75,Type_V,R_Cheek+L_Cheek+Forehead
aug_373_rosacea-12.jpg,Flushing,124.71,136.59,133.8,-10.7,Type_V,R_Cheek+L_Cheek+Forehead
aug_3743_rosacea-65.jpg,Flushing,108.84,134.71,127.84,88.74,Type_I,R_Cheek+L_Cheek+Forehead
aug_374_rosacea-14.jpg,Flushing,124.82,139.68,136.83,-6.77,Type_V,R_Cheek+L_Cheek+Forehead
aug_3765_rosacea-37.jpg,Flushing,131.11,147.48,137.52,8.46,Type_V,L_Cheek+Forehead
aug_376_rosacea-41.jpg,Flushing,103.62,135.68,128.43,-87.4,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3770_rosacea-75.jpg,Flushing,152.11,138.6,132.81,63.51,Type_I,R_Cheek+L_Cheek+Forehead
aug_3781_rosacea-78.jpg,Flushing,144.9,136.21,128.75,83.76,Type_I,R_Cheek+L_Cheek+Forehead
aug_3792_acne-pustular-62.jpg,Flushing,96.54,134.17,142.54,-39.86,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3806_acne-pustular-62.jpg,Flushing,97.34,135.94,145.76,-33.66,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3810_rosacea-13.jpg,Flushing,117.43,137.74,136.56,-24.77,Type_V,R_Cheek+L_Cheek+Forehead
aug_381_acne-excoriated-12.jpg,Flushing,95.98,135.67,120.4,58.43,Type_I,R_Cheek+L_Cheek+Forehead
aug_382_perioral-dermatitis-125.jpg,Flushing,86.25,137.99,139.73,-54.05,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3834_rosacea-115.jpg,Flushing,108.93,140.5,138.03,-35.97,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3839_perioral-dermatitis-19.jpg,Flushing,127.97,141.59,144.29,0.65,Type_V,R_Cheek+L_Cheek
aug_3841_acne-cystic-142.jpg,Flushing,121.69,138.77,143.52,-8.35,Type_V,R_Cheek+L_Cheek+Forehead
aug_3842_rosacea-37.jpg,Flushing,129.71,150.22,139.2,4.43,Type_V,R_Cheek+Forehead
aug_3843_rosacea-78.jpg,Flushing,123.42,134.18,128.62,-68.93,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3847_07PerioralSteroid1.jpg,Flushing,159.01,153.11,137.51,52.42,Type_II,R_Cheek+L_Cheek+Forehead
aug_3856_rosacea-97.jpg,Flushing,134.8,141.66,136.42,18.78,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3857_perioral-dermatitis-132.jpg,Flushing,127.97,141.11,136.84,1.19,Type_V,R_Cheek+L_Cheek
aug_3863_rosacea-75.jpg,Flushing,121.63,137.7,132.43,-27.47,Type_V,R_Cheek+L_Cheek+Forehead
aug_3867_perioral-dermatitis-17.jpg,Flushing,143.05,143.55,143.66,21.28,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3876_07RosaceaOK0828063.jpg,Flushing,103.3,141.5,142.63,-32.98,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3878_07RosaceaFulFAce.jpg,Flushing,129.7,142.54,137.95,4.95,Type_V,R_Cheek+L_Cheek+Forehead
aug_387_acne-excoriated-21.jpg,Flushing,177.56,135.68,146.13,47.29,Type_II,R_Cheek+L_Cheek+Forehead
aug_3887_rosacea-46.jpg,Flushing,137.23,148.47,150.6,9.59,Type_V,L_Cheek+Forehead
aug_3896_rosacea-53.jpg,Flushing,123.73,137.11,133.13,-16.08,Type_V,R_Cheek+L_Cheek+Forehead
aug_38_rosacea-12.jpg,Flushing,174.47,138.67,135.26,68.48,Type_I,R_Cheek+L_Cheek+Forehead
aug_3901_perioral-dermatitis-59.jpg,Flushing,128.72,135.78,129.02,25.14,Type_IV,L_Cheek+Forehead
aug_3908_perioral-dermatitis-20.jpg,Flushing,128.46,144.37,147.38,1.11,Type_V,R_Cheek+L_Cheek+Forehead
aug_3910_perioral-dermatitis-51.jpg,Flushing,143.4,152.01,140.82,25.94,Type_IV,R_Cheek+L_Cheek
aug_3929_acne-cystic-112.jpg,Flushing,139.12,159.13,150.44,11.48,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3935_perioral-dermatitis-101.jpg,Flushing,106.61,148.09,132.58,-60.78,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3936_rosacea-15.jpg,Flushing,76.85,136.85,135.31,-69.79,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3937_rosacea-79.jpg,Flushing,129.48,133.82,129.74,24.0,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3939_07RosaceaFulFAce.jpg,Flushing,183.98,150.07,144.72,52.95,Type_II,R_Cheek+L_Cheek+Forehead
aug_393_hidradenitis-suppurativa-105.jpg,Flushing,99.24,136.07,120.78,56.92,Type_I,R_Cheek+L_Cheek+Forehead
aug_3943_rosacea-94.jpg,Flushing,155.97,136.61,130.97,75.09,Type_I,R_Cheek+L_Cheek+Forehead
aug_3948_rosacea-101.jpg,Flushing,80.54,140.28,132.08,-77.52,Type_VI,R_Cheek+L_Cheek+Forehead
aug_3949_rosacea-68.jpg,Flushing,163.38,137.29,146.99,36.54,Type_III,R_Cheek+L_Cheek+Forehead
aug_3962_rosacea-52.jpg,Flushing,137.68,135.76,139.25,19.54,Type_IV,R_Cheek+L_Cheek+Forehead
aug_3963_acne-cystic-142.jpg,Flushing,115.69,139.96,144.73,-15.47,Type_V,R_Cheek+L_Cheek+Forehead
aug_3973_rosacea-50.jpg,Flushing,148.3,133.18,138.08,38.98,Type_III,R_Cheek+L_Cheek+Forehead
aug_3979_perioral-dermatitis-122.jpg,Flushing,153.83,132.22,132.88,64.7,Type_I,R_Cheek+L_Cheek+Forehead
aug_3983_rosacea-50.jpg,Flushing,177.66,132.08,138.7,61.46,Type_I,R_Cheek+L_Cheek+Forehead
aug_3984_perioral-dermatitis-59.jpg,Flushing,132.73,135.67,128.93,65.7,Type_I,L_Cheek+Forehead
aug_398_rosacea-96.jpg,Flushing,138.11,131.05,130.79,56.18,Type_I,R_Cheek+L_Cheek+Forehead
aug_3997_rosacea-68.jpg,Flushing,124.48,136.97,145.52,-3.86,Type_V,R_Cheek+L_Cheek+Forehead
aug_4001_rosacea-47.jpg,Flushing,111.08,136.82,143.09,-23.11,Type_V,R_Cheek+L_Cheek+Forehead
aug_4005_acne-excoriated-30.jpg,Flushing,73.07,135.2,120.48,70.6,Type_I,R_Cheek+Forehead
aug_4020_perioral-dermatitis-26.jpg,Flushing,94.69,141.4,143.53,-39.65,Type_VI,R_Cheek+L_Cheek
aug_4021_perioral-dermatitis-122.jpg,Flushing,144.17,131.05,131.64,60.91,Type_I,R_Cheek+L_Cheek+Forehead
aug_4022_perioral-dermatitis-16.jpg,Flushing,135.49,146.2,146.09,9.83,Type_V,R_Cheek+L_Cheek+Forehead
aug_4030_rosacea-108.jpg,Flushing,112.7,134.54,128.26,-87.48,Type_VI,R_Cheek+L_Cheek+Forehead
aug_4032_perioral-dermatitis-106.jpg,Flushing,126.24,154.29,135.53,-3.75,Type_V,R_Cheek+L_Cheek+Forehead
