Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick
kering-10-_jpg.rf.b746ab2b79b4a7d0fec43f22ad35c674.jpg,Flushing,167.96,139.86,146.82,40.13,Type_III
kering-10-_jpg.rf.b746ab2b79b4a7d0fec43f22ad35c674_9635.jpg,Flushing,167.96,139.86,146.82,40.13,Type_III
Kering-11-_JPG.rf.1c99d18caba0ce0d71fee121a1aad278.jpg,Flushing,180.32,137.52,136.34,68.06,Type_I
kering-11-_jpg.rf.3196bba48de4c4a7f2a0b6a79dc18e37.jpg,Flushing,192.27,142.49,148.38,51.26,Type_II
Kering-16-_jpeg.rf.a07d2af01c088fee25f0a3a4b20c2139.jpg,Flushing,162.09,143.92,139.7,49.21,Type_II
Kering-16-_jpeg.rf.a07d2af01c088fee25f0a3a4b20c2139_1749.jpg,Flushing,162.09,143.92,139.7,49.21,Type_II
Kering-19-_jpeg.rf.7c08cf7a40977677300819c1f2c01ed3.jpg,Flushing,194.49,144.4,151.88,47.73,Type_II
kering-20-_jpg.rf.3b6c27ec82bcaa538874aa3f05046816.jpg,Flushing,195.88,133.94,146.05,56.06,Type_I
kering-20-_jpg.rf.3b6c27ec82bcaa538874aa3f05046816_2447.jpg,Flushing,195.88,133.94,146.05,56.06,Type_I
Kering-22-_jpeg.rf.53878c26486e1197e88a80c85fd8dc1e.jpg,Flushing,206.14,133.76,142.51,64.81,Type_I
Kering-22-_jpeg.rf.53878c26486e1197e88a80c85fd8dc1e_3015.jpg,Flushing,206.14,133.76,142.51,64.81,Type_I
Kering-23-_jpeg.rf.2c1213018a05482d1928cd0e29f2fd10.jpg,Flushing,143.65,143.4,147.94,17.62,Type_IV
Kering-23-_jpeg.rf.2c1213018a05482d1928cd0e29f2fd10_3919.jpg,Flushing,143.65,143.4,147.94,17.62,Type_IV
kering-23-_jpg.rf.40e5ae9bfea66c757286339899d6bc1b.jpg,Flushing,181.04,147.17,141.48,57.3,Type_I
Kering-24-_jpg.rf.471dabacbbf347d416faf29aff98cfa7.jpg,Flushing,191.15,142.61,148.38,50.76,Type_II
Kering-25-_jpg.rf.017a918deee26fab25759adb9ffa95ba.jpg,Flushing,209.69,131.93,140.47,68.85,Type_I
kering-25-_jpg.rf.3b5fb1c0eb4acc63ccf79bb2b8492763.jpg,Flushing,216.68,137.35,136.78,75.91,Type_I
kering-25-_jpg.rf.3b5fb1c0eb4acc63ccf79bb2b8492763_6249.jpg,Flushing,216.68,137.35,136.78,75.91,Type_I
Kering-26-_jpg.rf.856f4261d4b363ffb1f461b32028396a.jpg,Flushing,226.6,132.83,138.11,75.42,Type_I
Kering-28-_jpeg.rf.bcbd75c74ba262558adb0782211a6e06.jpg,Flushing,204.45,139.87,147.84,56.68,Type_I
Kering-29-_jpg.rf.e1419555ebb5303a9ca721a3d5d56c5a.jpg,Flushing,168.58,138.57,145.38,42.83,Type_II
Kering-3-_jpeg.rf.d177cddfc74e3c0a27e1baa4b26c053c.jpg,Flushing,184.65,145.08,150.03,45.49,Type_II
Kering-3-_JPG.rf.bfc83f406c78a961f6e8110cc56d4340.jpg,Flushing,177.76,139.67,143.3,52.17,Type_II
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2.jpg,Flushing,188.11,137.15,145.32,53.92,Type_II
kering-30-_jpg.rf.dfbc1b2d0d71a1797846addaa29561a2_7089.jpg,Flushing,188.11,137.15,145.32,53.92,Type_II
Kering-34-_jpeg.rf.c46b113114631f8c1a90593fd522bebd.jpg,Flushing,210.56,138.15,137.48,73.77,Type_I
Kering-34-_jpeg.rf.c46b113114631f8c1a90593fd522bebd_6585.jpg,Flushing,210.56,138.15,137.48,73.77,Type_I
kering-35-_jpg.rf.15e6bca06df4ed4be583f7882c2ae1d9.jpg,Flushing,157.04,132.32,130.17,79.4,Type_I
kering-37-_jpg.rf.4daa835762c1d53b7043f4b7c4c13034.jpg,Flushing,176.89,141.1,144.69,49.26,Type_II
kering-37-_jpg.rf.4daa835762c1d53b7043f4b7c4c13034_9631.jpg,Flushing,176.89,141.1,144.69,49.26,Type_II
kering-4-_jpg.rf.9806cec711298fab0f39685406e4bbba.jpg,Flushing,194.27,139.38,140.33,64.78,Type_I
kering-4-_jpg.rf.9806cec711298fab0f39685406e4bbba_6179.jpg,Flushing,194.27,139.38,140.33,64.78,Type_I
kering-4-_jpg.rf.e565819bd351f4cd3c21c1af139aa221.jpg,Flushing,175.45,144.53,151.47,38.7,Type_III
kering-46-_jpg.rf.2c2bc974cb4ee4ca31a647b8e96f84f4.jpg,Flushing,177.39,140.31,137.78,63.44,Type_I
kering-49-_jpg.rf.0db948ea7546cedeaa53570851e8ca6d.jpg,Flushing,178.99,138.72,137.6,64.58,Type_I
kering-49-_jpg.rf.5d072fb0ef0c6f02cda0fd4c6ccf2ca9.jpg,Flushing,182.6,141.26,146.95,48.74,Type_II
kering-5-_jpg.rf.2bf42dcb4b8d1d3e02ed9d168f3c00a7.jpg,Flushing,191.74,138.96,139.28,65.89,Type_I
kering-5-_jpg.rf.2bf42dcb4b8d1d3e02ed9d168f3c00a7_1295.jpg,Flushing,191.74,138.96,139.28,65.89,Type_I
kering-51-_jpg.rf.d82067e6c6920a84267610e1de64cbc8.jpg,Flushing,180.25,140.66,144.27,51.82,Type_II
Kering-6-_JPG.rf.19afe710531a586bcbf4e62d32ad06da.jpg,Flushing,150.85,151.85,149.95,22.65,Type_IV
kering-71-_jpg.rf.4d4ceee3feafec8cf0307f09a2e1eb87.jpg,Flushing,187.01,142.27,142.82,57.58,Type_I
kering-71-_jpg.rf.4d4ceee3feafec8cf0307f09a2e1eb87_7423.jpg,Flushing,187.01,142.27,142.82,57.58,Type_I
kering_-101-_jpg.rf.f69de2223f3aa0ada3f8c552ad94318f.jpg,Flushing,183.24,137.37,146.14,50.31,Type_II
kering_-102-_jpg.rf.a83b721f83277945d6d99dd620238edd.jpg,Flushing,208.43,141.56,147.49,58.44,Type_I
kering_-107-_jpg.rf.714b1f24781cf5cef309d4f79f1172c9.jpg,Flushing,196.29,142.33,147.02,54.81,Type_II
kering_-109-_jpg.rf.34635a424ae12508fd750ff1039ab547.jpg,Flushing,188.56,143.32,148.4,49.58,Type_II
kering_-11-_jpg.rf.454a7c489449e8ef44452d49989d4692.jpg,Flushing,212.7,139.51,143.14,65.63,Type_I
kering_-110-_jpg.rf.a0dd22ac6cf59069b4c1a7c6e89afec9.jpg,Flushing,147.06,142.33,148.26,20.74,Type_IV
kering_-111-_jpg.rf.56aaa232ae017c2a732ffe3561cd888d.jpg,Flushing,182.67,139.62,146.27,49.82,Type_II
kering_-111-_jpg.rf.56aaa232ae017c2a732ffe3561cd888d_9645.jpg,Flushing,182.67,139.62,146.27,49.82,Type_II
kering_-112-_jpg.rf.7aa954affe3b4aedef66502a8a5968c0.jpg,Flushing,203.36,139.35,143.96,61.78,Type_I
kering_-114-_jpg.rf.7f9a41d9acfc3867dfdb2491d9f2a796.jpg,Flushing,186.59,146.64,159.32,36.5,Type_III
kering_-115-_jpg.rf.254d8b3d343e5cfb35ff9039f2535a39.jpg,Flushing,191.45,145.23,143.95,57.54,Type_I
kering_-115-_jpg.rf.254d8b3d343e5cfb35ff9039f2535a39_2175.jpg,Flushing,191.45,145.23,143.95,57.54,Type_I
kering_-121-_jpg.rf.de14c84169ed57578f59c5e0c5e81c5a.jpg,Flushing,157.85,139.65,150.62,27.75,Type_IV
kering_-122-_jpg.rf.f0edd6e81713a92ec0a8b1e1363e3803.jpg,Flushing,164.08,141.64,145.97,38.6,Type_III
kering_-128-_jpg.rf.fdb5d7f5506335aa84268d5f53fae795.jpg,Flushing,169.55,144.63,146.15,42.26,Type_II
kering_-128-_jpg.rf.fdb5d7f5506335aa84268d5f53fae795_9846.jpg,Flushing,169.55,144.63,146.15,42.26,Type_II
kering_-136-_jpg.rf.20d8d4bc6f29e64ccc196f590d862e50.jpg,Flushing,198.42,138.63,139.56,67.44,Type_I
kering_-144-_jpg.rf.02201d791093990d9be44d61d465936b.jpg,Flushing,167.94,139.9,146.6,40.45,Type_III
kering_-147-_jpg.rf.752cfa50b5756e65e1d02bbd2cf62d2f.jpg,Flushing,182.8,141.53,149.29,45.53,Type_II
kering_-17-_jpg.rf.ce2521e3e7a4eda55febf38b456cb5a1.jpg,Flushing,195.78,136.03,130.84,83.95,Type_I
kering_-18-_jpg.rf.df435d15ce8833f72bd7539541ec09a7.jpg,Flushing,237.2,133.28,135.96,79.52,Type_I
kering_-30-_jpg.rf.21f3970ac355cfd9f5f1ca3e98e90c33.jpg,Flushing,199.47,138.54,141.86,63.85,Type_I
kering_-31-_jpg.rf.e96c790d3e415838435e8db3432754ce.jpg,Flushing,200.62,141.55,142.33,63.45,Type_I
kering_-37-_jpg.rf.e9998236f652b75cddf4be9afa610cf8.jpg,Flushing,165.52,142.37,154.86,29.03,Type_III
kering_-37-_jpg.rf.e9998236f652b75cddf4be9afa610cf8_2503.jpg,Flushing,165.52,142.37,154.86,29.03,Type_III
kering_-38-_jpg.rf.14b44f5406c93233ce45451b23fcce7e.jpg,Flushing,204.42,137.3,146.33,58.71,Type_I
kering_-43-_jpg.rf.423270d934587efbc0e76542e7856586.jpg,Flushing,203.27,138.66,145.97,58.84,Type_I
kering_-45-_jpg.rf.3f12fc2d05b043c7a87ab9977ee70a02.jpg,Flushing,203.05,139.58,144.7,60.59,Type_I
kering_-50-_jpg.rf.79c251e81949b3c7d0f6d50fb17e75f3.jpg,Flushing,181.0,141.84,150.46,43.05,Type_II
kering_-57-_jpg.rf.079e012246a19ae1ee8c51b90cf775e9.jpg,Flushing,173.39,141.9,145.86,45.21,Type_II
kering_-57-_jpg.rf.079e012246a19ae1ee8c51b90cf775e9_4336.jpg,Flushing,173.39,141.9,145.86,45.21,Type_II
kering_-72-_jpg.rf.27ee81acf4910048d8c93615054a0103.jpg,Flushing,174.64,139.86,146.42,45.1,Type_II
kering_-72-_jpg.rf.27ee81acf4910048d8c93615054a0103_7448.jpg,Flushing,174.64,139.86,146.42,45.1,Type_II
kering_-75-_jpg.rf.ca6c742cf37a9f147f66ecae5a6e47ce.jpg,Flushing,211.32,137.02,142.86,65.67,Type_I
kering_-75-_jpg.rf.ca6c742cf37a9f147f66ecae5a6e47ce_7572.jpg,Flushing,211.32,137.02,142.86,65.67,Type_I
kering_-76-_jpg.rf.98680dc73198d2ea3395bd5f9efa973e.jpg,Flushing,195.98,141.12,147.35,54.22,Type_II
kering_-76-_jpg.rf.98680dc73198d2ea3395bd5f9efa973e_2709.jpg,Flushing,195.98,141.12,147.35,54.22,Type_II
kering_-77-_jpg.rf.87492278f38507a541fc8c3494a68aa8.jpg,Flushing,181.19,146.42,145.77,49.84,Type_II
kering_-79-_jpg.rf.1f408d3dbc47ecc5dc19555f44ba57cd.jpg,Flushing,162.69,143.76,152.33,29.57,Type_III
kering_-79-_jpg.rf.1f408d3dbc47ecc5dc19555f44ba57cd_7241.jpg,Flushing,162.69,143.76,152.33,29.57,Type_III
kering_-83-_jpg.rf.52c4dfd64dcef357695aadea26f8a90f.jpg,Flushing,146.61,139.32,140.45,31.04,Type_III
kering_-84-_jpg.rf.a054d36e1f78dcc15829fca7b9e07aa4.jpg,Flushing,207.59,136.18,141.8,66.29,Type_I
kering_-84-_jpg.rf.a054d36e1f78dcc15829fca7b9e07aa4_2381.jpg,Flushing,207.59,136.18,141.8,66.29,Type_I
kering_-86-_jpg.rf.d165bb07837eece34dbb75c7d20d8456.jpg,Flushing,148.71,142.43,143.49,28.23,Type_III
kering_-87-_jpg.rf.8407749937db585edfbcb4015a7ececb.jpg,Flushing,118.01,142.42,144.57,-12.67,Type_V
kering_-89-_jpg.rf.9a7c5f092335a458d0027dadc5fee327.jpg,Flushing,161.75,141.61,148.02,33.87,Type_III
kering__-107-_jpg.rf.5ffd1605dce56a86deb9db6b7a2d2016.jpg,Flushing,212.0,137.96,140.72,69.0,Type_I
kering__-13-_JPG.rf.7190edc0bb4c68937147fdfdda5803d0.jpg,Flushing,111.38,141.92,143.84,-21.76,Type_V
kering__-14-_JPG.rf.879355a96b8bc5b2fd9b061bc6a1cdf3.jpg,Flushing,176.57,151.22,161.96,29.54,Type_III
kering__-15-_JPG.rf.6c7b17baffbfb96c6bbe4d0815294a73.jpg,Flushing,178.51,133.71,133.23,75.36,Type_I
kering__-52-_jpg.rf.37ec322da8591981977266d8e393e7db.jpg,Flushing,181.12,144.95,148.14,46.23,Type_II
kering__-52-_jpg.rf.37ec322da8591981977266d8e393e7db_6700.jpg,Flushing,181.12,144.95,148.14,46.23,Type_II
kering__-57-_jpg.rf.8ec78fc2807ab2f0632c01e93b70cb7b.jpg,Flushing,192.76,141.52,145.32,55.91,Type_I
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d.jpg,Flushing,214.93,137.53,141.08,69.12,Type_I
kering__-63-_jpg.rf.dfb3f1a06dbdfee0a1d4d9449409ad1d_5009.jpg,Flushing,214.93,137.53,141.08,69.12,Type_I
kering__-76-_jpg.rf.205797a820d85fbc9c50489658fd322f.jpg,Flushing,197.76,138.28,148.41,53.47,Type_II
kering__-76-_jpg.rf.205797a820d85fbc9c50489658fd322f_8463.jpg,Flushing,197.76,138.28,148.41,53.47,Type_II
kering__-77-_jpg.rf.961cbe69b3a18f9feb46023c56eb3a9f.jpg,Flushing,177.05,140.98,139.82,58.7,Type_I
levle0_102_jpg.rf.1fa438a379fd1c0b73ce0d50bb4dba5e.jpg,Flushing,131.09,153.88,156.67,2.81,Type_V
levle0_102_jpg.rf.1fa438a379fd1c0b73ce0d50bb4dba5e_8302.jpg,Flushing,131.09,153.88,156.67,2.81,Type_V
levle0_105_png.rf.01fec432b0daaf534ac4e910b6894738.jpg,Flushing,122.41,143.48,157.6,-3.86,Type_V
levle0_115_png.rf.e31f6f3bc96690252c6245e612c122dc.jpg,Flushing,136.64,136.68,144.85,12.0,Type_IV
levle0_115_png.rf.e31f6f3bc96690252c6245e612c122dc_8175.jpg,Flushing,136.64,136.68,144.85,12.0,Type_IV
levle0_122_jpg.rf.902e5a72ceb1d9c3d0b85026b160ff0c.jpg,Flushing,122.32,144.03,161.79,-3.44,Type_V
levle0_122_png.rf.b1fa197a150749eea93dca66ce2e7e2b.jpg,Flushing,122.86,143.8,161.7,-3.09,Type_V
levle0_124_png.rf.ca3ad935fa64f7f48a43ede8c71227eb.jpg,Flushing,139.85,140.48,156.51,9.64,Type_V
levle0_127_jpg.rf.0ed2c29c4ee472d59175ff5d5e20c36c.jpg,Flushing,120.25,142.97,154.98,-6.01,Type_V
levle0_128_jpg.rf.5d7529ead6b7171cd93a6e98d677ce0c.jpg,Flushing,147.5,140.28,149.72,19.85,Type_IV
levle0_143_png.rf.cb97b330093dd0aa886a0606e4fb46d2.jpg,Flushing,163.88,138.97,149.62,33.42,Type_III
levle0_166_png.rf.bfdb390c9162a38ab66e668a26a4c5dd.jpg,Flushing,129.75,139.97,154.8,1.89,Type_V
levle0_166_png.rf.bfdb390c9162a38ab66e668a26a4c5dd_5769.jpg,Flushing,129.75,139.97,154.8,1.89,Type_V
levle0_167_jpg.rf.290a9edfac9215dbd11a481982b04616.jpg,Flushing,114.77,142.76,153.85,-10.93,Type_V
levle0_175_jpg.rf.dad51dbf031d4ad47b635beda78bc3fc.jpg,Flushing,132.47,143.93,152.18,4.61,Type_V
levle0_185_png.rf.ac654ef79ff889da40f6c7d516ec12e2.jpg,Flushing,145.75,138.16,147.78,19.89,Type_IV
levle0_189_jpg.rf.17257fd0113dc988edfe01f9d99cf324.jpg,Flushing,149.48,148.46,150.88,20.64,Type_IV
levle0_189_jpg.rf.17257fd0113dc988edfe01f9d99cf324_7785.jpg,Flushing,149.48,148.46,150.88,20.64,Type_IV
levle0_19_jpg.rf.3f5b8b0cab7c7d23431733c99e74d21a.jpg,Flushing,120.6,127.66,131.98,-34.19,Type_VI
levle0_19_jpg.rf.3f5b8b0cab7c7d23431733c99e74d21a_5133.jpg,Flushing,120.6,127.66,131.98,-34.19,Type_VI
levle0_207_jpg.rf.f256fd32169bc5f203b51d1002892d6f.jpg,Flushing,132.27,135.79,144.24,6.57,Type_V
levle0_210_jpg.rf.46e404126bde3ec326ec6b3807f6e80f.jpg,Flushing,142.15,141.05,150.83,14.13,Type_IV
levle0_211_jpg.rf.acfdb57010db307e86ab8d694691ce10.jpg,Flushing,138.63,140.77,150.16,11.14,Type_IV
levle0_211_jpg.rf.acfdb57010db307e86ab8d694691ce10_3596.jpg,Flushing,138.63,140.77,150.16,11.14,Type_IV
levle0_21_jpg.rf.83ee82c486e158a93d5c1d6f4f055d0e.jpg,Flushing,150.79,140.16,151.44,21.28,Type_IV
levle0_223_png.rf.e80b5c170e3d51f7fadff42d2bcc0306.jpg,Flushing,154.14,137.52,151.76,23.74,Type_IV
levle0_252_png.rf.3a1460487c14a04d0d8dd33fc5fa7117.jpg,Flushing,128.13,152.82,152.3,0.59,Type_V
levle0_252_png.rf.3a1460487c14a04d0d8dd33fc5fa7117_4089.jpg,Flushing,128.13,152.82,152.3,0.59,Type_V
levle0_270_jpg.rf.cefba80ba3619367092a7da043a04361.jpg,Flushing,158.03,138.0,148.98,29.71,Type_III
levle0_271_jpg.rf.c27a26e010c8308cfbd0ad328f9d7960.jpg,Flushing,132.87,143.68,147.83,6.06,Type_V
levle0_272_jpg.rf.b1109c94520700ccd531dfd2f435dfb7.jpg,Flushing,125.83,142.03,148.66,-1.81,Type_V
levle0_279_jpg.rf.fcf2d35c30323055191621e24b8924b9.jpg,Flushing,136.78,138.38,147.64,10.5,Type_IV
levle0_280_jpg.rf.3635b6e6b18262a2906784749d274db5.jpg,Flushing,145.07,139.86,149.79,17.55,Type_IV
levle0_290_jpg.rf.72152f948a854126c311f29715bfe20e.jpg,Flushing,142.93,142.11,150.37,15.14,Type_IV
levle0_290_jpg.rf.72152f948a854126c311f29715bfe20e_9078.jpg,Flushing,142.93,142.11,150.37,15.14,Type_IV
levle0_296_jpg.rf.8134987aa6a6d8343206078253842301.jpg,Flushing,121.0,141.21,153.37,-5.74,Type_V
levle0_304_jpg.rf.38cf61ce6c520be9c96f80ad976f4049.jpg,Flushing,127.85,140.13,151.49,0.34,Type_V
levle0_304_jpg.rf.fcb43e080273f656bbfcd1ec0c3a4a7d.jpg,Flushing,128.51,140.42,151.71,0.96,Type_V
levle0_304_jpg.rf.fcb43e080273f656bbfcd1ec0c3a4a7d_8070.jpg,Flushing,128.51,140.42,151.71,0.96,Type_V
levle0_305_jpg.rf.2d6fdeeb8556c55b922eb5c952b0e5ec.jpg,Flushing,101.86,137.36,144.39,-31.53,Type_VI
levle0_312_jpg.rf.0330ac8827f2cc925e583b7878952068.jpg,Flushing,145.18,139.37,147.66,19.43,Type_IV
levle0_312_jpg.rf.0330ac8827f2cc925e583b7878952068_6010.jpg,Flushing,145.18,139.37,147.66,19.43,Type_IV
levle0_319_jpg.rf.96937ad56e74adc1936a6c36b6804f15.jpg,Flushing,155.88,139.92,150.26,26.56,Type_IV
levle0_334_jpg.rf.43f463528c8b85f6cb153abc26a761f3.jpg,Flushing,154.92,139.71,151.04,25.01,Type_IV
levle0_334_jpg.rf.e2971b08456d5de3acf756d52ab5be85.jpg,Flushing,154.35,139.76,151.0,24.6,Type_IV
levle0_334_jpg.rf.e2971b08456d5de3acf756d52ab5be85_7280.jpg,Flushing,154.35,139.76,151.0,24.6,Type_IV
levle0_353_jpg.rf.51bc6755b076997876a00bab4334915c.jpg,Flushing,177.05,138.54,151.24,39.9,Type_III
levle0_353_png.rf.8d2068d017fc957673f4650f216eb15a.jpg,Flushing,174.94,138.17,150.62,39.44,Type_III
levle0_35_jpg.rf.31be9bebff959363f278ce2033ad4f39.jpg,Flushing,121.67,140.36,156.46,-4.59,Type_V
levle0_35_jpg.rf.31be9bebff959363f278ce2033ad4f39_6995.jpg,Flushing,121.67,140.36,156.46,-4.59,Type_V
levle0_364_jpg.rf.69c4c4b2b377e7d6889ac4672b4e1c71.jpg,Flushing,147.5,139.24,148.68,20.78,Type_IV
levle0_375_jpg.rf.9d5515a719b52bc6bc63446f16a85ab9.jpg,Flushing,154.7,136.09,146.32,30.21,Type_III
levle0_375_jpg.rf.9d5515a719b52bc6bc63446f16a85ab9_6168.jpg,Flushing,154.7,136.09,146.32,30.21,Type_III
levle0_375_jpg.rf.f5d7a5e46176a7d3072ebbbb3bab2c41.jpg,Flushing,153.97,136.09,146.12,29.81,Type_III
levle0_375_jpg.rf.f5d7a5e46176a7d3072ebbbb3bab2c41_4531.jpg,Flushing,153.97,136.09,146.12,29.81,Type_III
levle0_378_jpg.rf.a9007ac3847e3ad27e895fff742cb2ed.jpg,Flushing,158.5,136.57,149.3,29.71,Type_III
levle0_378_jpg.rf.a9007ac3847e3ad27e895fff742cb2ed_6979.jpg,Flushing,158.5,136.57,149.3,29.71,Type_III
levle0_37_png.rf.d3c80a29f2409bc6b6572a0addc1ad6c.jpg,Flushing,131.04,140.49,152.77,3.21,Type_V
levle0_37_png.rf.d3c80a29f2409bc6b6572a0addc1ad6c_3427.jpg,Flushing,131.04,140.49,152.77,3.21,Type_V
levle0_385_png.rf.39ecfd2d528956dee4d15308561c8d7b.jpg,Flushing,146.68,139.33,149.7,19.12,Type_IV
levle0_385_png.rf.39ecfd2d528956dee4d15308561c8d7b_5401.jpg,Flushing,146.68,139.33,149.7,19.12,Type_IV
levle0_392_png.rf.b05af681510a8fac16b982f19ef8fa6f.jpg,Flushing,153.95,150.69,145.24,31.04,Type_III
levle0_400_jpg.rf.70f39a46adfdeabb0c3dbfb80bad652b.jpg,Flushing,130.5,138.16,157.72,2.26,Type_V
levle0_406_jpg.rf.277b00b4ac1b4bc7b457f35a2c980531.jpg,Flushing,155.96,138.5,146.11,31.64,Type_III
levle0_406_jpg.rf.277b00b4ac1b4bc7b457f35a2c980531_1117.jpg,Flushing,155.96,138.5,146.11,31.64,Type_III
levle0_426_png.rf.a48824cd407eddb79009f458eb2a77a8.jpg,Flushing,163.9,146.35,146.09,38.28,Type_III
levle0_426_png.rf.a48824cd407eddb79009f458eb2a77a8_4701.jpg,Flushing,163.9,146.35,146.09,38.28,Type_III
levle0_427_jpg.rf.176975f0fe7305fd0a9413810041ec95.jpg,Flushing,169.47,147.37,148.31,39.01,Type_III
levle0_427_jpg.rf.176975f0fe7305fd0a9413810041ec95_7093.jpg,Flushing,169.47,147.37,148.31,39.01,Type_III
levle0_447_png.rf.5809a7f10cb5ab8270c6c0be7aee824e.jpg,Flushing,149.84,140.14,149.08,22.57,Type_IV
levle0_483_jpg.rf.ee9c15a5a24fc77653fa9ba758c91b17.jpg,Flushing,148.0,137.84,150.17,19.94,Type_IV
levle0_488_jpg.rf.973b93a361b91b54c79e1a1e9ebc9294.jpg,Flushing,148.04,138.05,147.18,22.78,Type_IV
levle0_488_jpg.rf.973b93a361b91b54c79e1a1e9ebc9294_5135.jpg,Flushing,148.04,138.05,147.18,22.78,Type_IV
levle0_489_jpg.rf.e8590f3817f85569590db92ebc493c1e.jpg,Flushing,162.57,138.01,150.81,31.09,Type_III
levle0_492_jpg.rf.6f1beeb8a1731f4e13df0b63ce310a0f.jpg,Flushing,157.89,138.78,149.22,29.32,Type_III
levle0_494_jpg.rf.905b26fe291ad557913ba9e508af9560.jpg,Flushing,160.8,137.56,146.89,34.66,Type_III
levle0_49_jpg.rf.61ce668e182cee53a303b9b7785c99e0.jpg,Flushing,151.3,138.09,150.76,22.3,Type_IV
levle0_4_jpg.rf.112b7edeb99c1c46e14efae8a2b4e0f2.jpg,Flushing,141.45,144.3,145.89,17.0,Type_IV
levle0_504_jpg.rf.1c5790cf0fa56837dd8a7f942903a840.jpg,Flushing,153.22,137.53,151.58,23.15,Type_IV
levle0_511_png.rf.3c1104a43cde31603b67d203ad906180.jpg,Flushing,132.95,138.71,149.53,5.67,Type_V
levle0_512_jpg.rf.b6e6a1cfa2c5835cae997f91da72d697.jpg,Flushing,150.92,138.72,151.61,21.25,Type_IV
levle0_513_png.rf.c8981f2f9256acb9d58af4c781739dcf.jpg,Flushing,152.47,140.23,150.57,23.45,Type_IV
levle0_520_png.rf.eeee4250e22e687c3840d9f15950ad0b.jpg,Flushing,136.27,138.14,146.31,10.63,Type_IV
levle0_521_jpg.rf.d3696ab8980620f4434b214a4ca4c14c.jpg,Flushing,150.21,136.36,148.68,23.31,Type_IV
levle0_522_jpg.rf.62f7e1ba7b94d5c49f0252fc3344c706.jpg,Flushing,146.21,136.55,149.4,18.93,Type_IV
levle0_523_jpg.rf.6d09a42d78981816c41e6d6703829589.jpg,Flushing,138.7,138.87,149.29,11.65,Type_IV
levle0_52_jpg.rf.46b4e9c03b606bbf8c3cde44328d28a9.jpg,Flushing,143.49,137.91,154.27,13.43,Type_IV
levle0_54_jpg.rf.511666532427147604ee3d501e650d19.jpg,Flushing,147.67,138.62,154.66,16.53,Type_IV
levle0_64_png.rf.1ae35d3444c6daa5ca87b66a94ce702a.jpg,Flushing,142.89,135.52,136.83,34.36,Type_III
levle0_92_jpg.rf.11535e411ea5ebd39226562a5ce99402.jpg,Flushing,142.73,139.94,150.92,14.6,Type_IV
levle0_97_jpg.rf.cc170f432debc65d195be7139746c8ce.jpg,Flushing,137.08,142.33,152.45,8.74,Type_V
levle0_97_jpg.rf.cc170f432debc65d195be7139746c8ce_7695.jpg,Flushing,137.08,142.33,152.45,8.74,Type_V
levle1_100_jpg.rf.231f1d788b3fc6a030ac94814f29c052.jpg,Flushing,202.39,132.22,130.77,84.61,Type_I
levle1_100_jpg.rf.231f1d788b3fc6a030ac94814f29c052_5295.jpg,Flushing,202.39,132.22,130.77,84.61,Type_I
levle1_114_jpg.rf.49576f3452b1ac319f43aaada3b16634.jpg,Flushing,114.45,140.21,144.46,-17.27,Type_V
levle1_114_jpg.rf.49576f3452b1ac319f43aaada3b16634_8447.jpg,Flushing,114.45,140.21,144.46,-17.27,Type_V
levle1_123_png.rf.2bb340c7fe311a42787566838a2dfd97.jpg,Flushing,170.79,138.28,175.84,19.54,Type_IV
levle1_123_png.rf.2bb340c7fe311a42787566838a2dfd97_6157.jpg,Flushing,170.79,138.28,175.84,19.54,Type_IV
levle1_131_png.rf.bd5d005f781a4c7b2f3dbf4722fc0f36.jpg,Flushing,142.82,137.09,148.89,16.05,Type_IV
levle1_133_jpg.rf.4a0408029465db783f8663d98522d1a5.jpg,Flushing,153.33,138.35,149.15,25.59,Type_IV
levle1_133_png.rf.3b7a3b91fe9fcc3c1d02b9713b485c18.jpg,Flushing,154.28,138.32,148.99,26.58,Type_IV
levle1_133_png.rf.3b7a3b91fe9fcc3c1d02b9713b485c18_2604.jpg,Flushing,154.28,138.32,148.99,26.58,Type_IV
levle1_135_jpg.rf.461195edd54e31ae5b110db1e04873fa.jpg,Flushing,171.64,137.09,149.66,38.63,Type_III
levle1_139_jpg.rf.9b5cda99477649682f529abc91a788ec.jpg,Flushing,128.98,144.0,152.92,1.34,Type_V
levle1_140_jpg.rf.933fe472967703d079d7c8c0093d2e69.jpg,Flushing,130.47,141.74,155.27,2.44,Type_V
levle1_140_jpg.rf.d8c051c44a2d783385b308c7d7e06d37.jpg,Flushing,131.11,141.79,155.61,2.93,Type_V
levle1_144_jpg.rf.2eb67e087f2e6464ddbded28e7bdba3b.jpg,Flushing,159.13,148.71,149.52,29.95,Type_III
levle1_144_jpg.rf.2eb67e087f2e6464ddbded28e7bdba3b_6396.jpg,Flushing,159.13,148.71,149.52,29.95,Type_III
levle1_146_png.rf.2a694db5fb30d864f36de647eb154790.jpg,Flushing,140.38,139.9,149.28,13.35,Type_IV
levle1_146_png.rf.2a694db5fb30d864f36de647eb154790_5305.jpg,Flushing,140.38,139.9,149.28,13.35,Type_IV
